Iteration 1: c = [, s = Ú√Õ, state = 0
Iteration 625: c = r, s = rssas, state = 9
Iteration 626: c = t, s = aaree, state = 9
Iteration 627: c = s, s = sxeea, state = 9
Iteration 628: c = x, s = eatea, state = 9
Iteration 629: c = a, s = rraxa, state = 9
Iteration 630: c = e, s = exser, state = 9
Iteration 631: c = s, s = xreaa, state = 9
Iteration 632: c = {, s = seast, state = 9
Iteration 633: c = r, s = assat, state = 9
Iteration 634: c = [, s = teeas, state = 9
Iteration 635: c = }, s = rtrre, state = 9
Iteration 636: c = }, s = rrsst, state = 9
Iteration 637: c = e, s = stxta, state = 9
Iteration 638: c = a, s = srsxs, state = 9
Iteration 639: c =  , s = trsax, state = 9
Iteration 640: c = a, s = eaxae, state = 9
Iteration 641: c = [, s = rrera, state = 9
Iteration 642: c =  , s = tseaa, state = 9
Iteration 643: c = r, s = txtes, state = 9
Iteration 644: c = (, s = sxsxs, state = 9
Iteration 645: c = {, s = trrst, state = 9
Iteration 646: c = a, s = tasaa, state = 9
Iteration 647: c = s, s = ssars, state = 9
Iteration 648: c = t, s = aetax, state = 9
Iteration 649: c = [, s = stsra, state = 9
Iteration 650: c = ), s = rrear, state = 9
Iteration 651: c = s, s = ssxer, state = 9
Iteration 652: c = }, s = tsatx, state = 9
Iteration 653: c = a, s = xersx, state = 9
Iteration 654: c = [, s = rttts, state = 9
Iteration 655: c = t, s = xxstx, state = 9
Iteration 656: c = ], s = sxarr, state = 9
Iteration 657: c = x, s = rssaa, state = 9
Iteration 658: c = ), s = sesaa, state = 9
Iteration 659: c = }, s = txtta, state = 9
Iteration 660: c = ], s = aseas, state = 9
Iteration 661: c = (, s = xssat, state = 9
Iteration 662: c = ), s = ssaxt, state = 9
Iteration 663: c = r, s = artae, state = 9
Iteration 664: c = (, s = tsees, state = 9
Iteration 665: c = ], s = attas, state = 9
Iteration 666: c = e, s = xratt, state = 9
Iteration 667: c = {, s = esxra, state = 9
Iteration 668: c = {, s = axxse, state = 9
Iteration 669: c = a, s = xtsrx, state = 9
Iteration 670: c = s, s = xtexs, state = 9
Iteration 671: c = ), s = xrstx, state = 9
Iteration 672: c = ), s = earxt, state = 9
Iteration 673: c = a, s = saaas, state = 9
Iteration 674: c = x, s = ttxra, state = 9
Iteration 675: c = [, s = xsast, state = 9
Iteration 676: c = (, s = rerss, state = 9
Iteration 677: c = [, s = xtaxa, state = 9
Iteration 678: c = a, s = exxrr, state = 9
Iteration 679: c = s, s = axxrr, state = 9
Iteration 680: c = a, s = aeeaa, state = 9
Iteration 681: c = {, s = sttre, state = 9
Iteration 682: c = e, s = xssar, state = 9
Iteration 683: c = e, s = exrxt, state = 9
Iteration 684: c = ], s = xrxxs, state = 9
Iteration 685: c =  , s = serxe, state = 9
Iteration 686: c = [, s = aaxss, state = 9
Iteration 687: c = {, s = aaxrt, state = 9
Iteration 688: c = [, s = reree, state = 9
Iteration 689: c = ], s = sestr, state = 9
Iteration 690: c = t, s = tesex, state = 9
Iteration 691: c = }, s = aaaet, state = 9
Iteration 692: c = x, s = tetta, state = 9
Iteration 693: c =  , s = eeaet, state = 9
Iteration 694: c = a, s = axsxt, state = 9
Iteration 695: c = {, s = rxrtx, state = 9
Iteration 696: c = [, s = txrtt, state = 9
Iteration 697: c = s, s = etaee, state = 9
Iteration 698: c = x, s = atrxa, state = 9
Iteration 699: c = r, s = rxree, state = 9
Iteration 700: c = ], s = rarrr, state = 9
Iteration 701: c = (, s = rrtee, state = 9
Iteration 702: c = {, s = asxas, state = 9
Iteration 703: c = (, s = trarx, state = 9
Iteration 704: c = t, s = arete, state = 9
Iteration 705: c = }, s = saxxx, state = 9
Iteration 706: c = r, s = xtsxe, state = 9
Iteration 707: c = s, s = ateet, state = 9
Iteration 708: c = t, s = eaxxt, state = 9
Iteration 709: c = x, s = resxs, state = 9
Iteration 710: c = (, s = rtrre, state = 9
Iteration 711: c = }, s = srstx, state = 9
Iteration 712: c =  , s = rxsst, state = 9
Iteration 713: c = (, s = exsrx, state = 9
Iteration 714: c = t, s = stere, state = 9
Iteration 715: c = [, s = essse, state = 9
Iteration 716: c = r, s = aaxst, state = 9
Iteration 717: c = s, s = tsxts, state = 9
Iteration 718: c = }, s = rttta, state = 9
Iteration 719: c = ], s = rtxse, state = 9
Iteration 720: c =  , s = aatst, state = 9
Iteration 721: c = {, s = asere, state = 9
Iteration 722: c = a, s = raxse, state = 9
Iteration 723: c = r, s = estst, state = 9
Iteration 724: c = {, s = xexre, state = 9
Iteration 725: c = x, s = xassr, state = 9
Iteration 726: c = t, s = xsete, state = 9
Iteration 727: c = x, s = seaee, state = 9
Iteration 728: c = ), s = rreax, state = 9
Iteration 729: c = ), s = satss, state = 9
Iteration 730: c = ), s = xxssx, state = 9
Iteration 731: c = t, s = xxeee, state = 9
Iteration 732: c = }, s = sesre, state = 9
Iteration 733: c = }, s = tsaes, state = 9
Iteration 734: c = (, s = sxesx, state = 9
Iteration 735: c = [, s = reexx, state = 9
Iteration 736: c = (, s = teata, state = 9
Iteration 737: c = e, s = aasxx, state = 9
Iteration 738: c = s, s = atate, state = 9
Iteration 739: c = r, s = txara, state = 9
Iteration 740: c = ], s = teera, state = 9
Iteration 741: c = [, s = eeesx, state = 9
Iteration 742: c = [, s = sstrt, state = 9
Iteration 743: c = x, s = sassa, state = 9
Iteration 744: c = [, s = sertx, state = 9
Iteration 745: c = ], s = eserx, state = 9
Iteration 746: c =  , s = eexat, state = 9
Iteration 747: c = ), s = txate, state = 9
Iteration 748: c = r, s = rsexa, state = 9
Iteration 749: c = a, s = tatae, state = 9
Iteration 750: c = a, s = txttr, state = 9
Iteration 751: c = r, s = tsxes, state = 9
Iteration 752: c = r, s = saere, state = 9
Iteration 753: c = }, s = xrrra, state = 9
Iteration 754: c =  , s = aeeta, state = 9
Iteration 755: c = {, s = srxax, state = 9
Iteration 756: c = (, s = aeasr, state = 9
Iteration 757: c = t, s = taxes, state = 9
Iteration 758: c = (, s = atxta, state = 9
Iteration 759: c = a, s = sxsxa, state = 9
Iteration 760: c = a, s = sxraa, state = 9
Iteration 761: c = ], s = xetes, state = 9
Iteration 762: c = x, s = ratas, state = 9
Iteration 763: c = }, s = xessr, state = 9
Iteration 764: c = {, s = asstx, state = 9
Iteration 765: c = [, s = tesrx, state = 9
Iteration 766: c = s, s = trarx, state = 9
Iteration 767: c = ), s = retas, state = 9
Iteration 768: c = x, s = xarrs, state = 9
Iteration 769: c =  , s = xxrax, state = 9
Iteration 770: c = [, s = sstss, state = 9
Iteration 771: c = ), s = esear, state = 9
Iteration 772: c =  , s = xears, state = 9
Iteration 773: c = }, s = seaea, state = 9
Iteration 774: c = t, s = rstar, state = 9
Iteration 775: c = r, s = rsasx, state = 9
Iteration 776: c = [, s = xaats, state = 9
Iteration 777: c = (, s = rtest, state = 9
Iteration 778: c = a, s = xerta, state = 9
Iteration 779: c = ], s = aaxrx, state = 9
Iteration 780: c = {, s = eease, state = 9
Iteration 781: c = e, s = areer, state = 9
Iteration 782: c = [, s = aaars, state = 9
Iteration 783: c = a, s = atrsr, state = 9
Iteration 784: c = {, s = attts, state = 9
Iteration 785: c = }, s = eraaa, state = 9
Iteration 786: c = a, s = sxxra, state = 9
Iteration 787: c = s, s = tsert, state = 9
Iteration 788: c = {, s = rsxas, state = 9
Iteration 789: c = x, s = rtsre, state = 9
Iteration 790: c = x, s = xrtta, state = 9
Iteration 791: c = (, s = teeex, state = 9
Iteration 792: c = s, s = sesss, state = 9
Iteration 793: c =  , s = tssxx, state = 9
Iteration 794: c = }, s = txrtr, state = 9
Iteration 795: c = t, s = eattx, state = 9
Iteration 796: c = ), s = srxxx, state = 9
Iteration 797: c = }, s = xxtex, state = 9
Iteration 798: c = t, s = xetar, state = 9
Iteration 799: c = s, s = aetxs, state = 9
Iteration 800: c = [, s = eerts, state = 9
Iteration 801: c = x, s = taatx, state = 9
Iteration 802: c = }, s = tesrr, state = 9
Iteration 803: c = e, s = xrxaa, state = 9
Iteration 804: c = r, s = ratat, state = 9
Iteration 805: c = a, s = arase, state = 9
Iteration 806: c = [, s = rttet, state = 9
Iteration 807: c = (, s = tsxre, state = 9
Iteration 808: c = {, s = ettex, state = 9
Iteration 809: c = [, s = attee, state = 9
Iteration 810: c = ], s = xaeax, state = 9
Iteration 811: c =  , s = sttxe, state = 9
Iteration 812: c = {, s = attrs, state = 9
Iteration 813: c = }, s = asrex, state = 9
Iteration 814: c = t, s = axsra, state = 9
Iteration 815: c = s, s = teate, state = 9
Iteration 816: c = (, s = xxrat, state = 9
Iteration 817: c = x, s = xearx, state = 9
Iteration 818: c = r, s = seeer, state = 9
Iteration 819: c = (, s = arsrr, state = 9
Iteration 820: c = ], s = axstt, state = 9
Iteration 821: c = ), s = ttrxt, state = 9
Iteration 822: c =  , s = axset, state = 9
Iteration 823: c = r, s = srrxs, state = 9
Iteration 824: c = [, s = esasr, state = 9
Iteration 825: c = ], s = txrxs, state = 9
Iteration 826: c = e, s = arsse, state = 9
Iteration 827: c = t, s = sstsx, state = 9
Iteration 828: c = ], s = rette, state = 9
Iteration 829: c = (, s = tessa, state = 9
Iteration 830: c = [, s = xsssr, state = 9
Iteration 831: c = t, s = xaeaa, state = 9
Iteration 832: c = [, s = arxea, state = 9
Iteration 833: c = s, s = rasas, state = 9
Iteration 834: c = r, s = sxsas, state = 9
Iteration 835: c = x, s = earrr, state = 9
Iteration 836: c =  , s = attrt, state = 9
Iteration 837: c = }, s = xrtte, state = 9
Iteration 838: c = ), s = ratxr, state = 9
Iteration 839: c = t, s = srasx, state = 9
Iteration 840: c = a, s = satsr, state = 9
Iteration 841: c = t, s = xassx, state = 9
Iteration 842: c = ], s = aasas, state = 9
Iteration 843: c = s, s = teexa, state = 9
Iteration 844: c =  , s = xersa, state = 9
Iteration 845: c = e, s = xttsa, state = 9
Iteration 846: c = }, s = sxtex, state = 9
Iteration 847: c =  , s = sarxx, state = 9
Iteration 848: c =  , s = rtsrs, state = 9
Iteration 849: c = x, s = sarta, state = 9
Iteration 850: c = a, s = extsx, state = 9
Iteration 851: c = x, s = txttt, state = 9
Iteration 852: c = s, s = trxsr, state = 9
Iteration 853: c = t, s = xraer, state = 9
Iteration 854: c = {, s = rxsax, state = 9
Iteration 855: c = ], s = atxxt, state = 9
Iteration 856: c = x, s = ssasx, state = 9
Iteration 857: c = ], s = xrrxa, state = 9
Iteration 858: c = x, s = eatsx, state = 9
Iteration 859: c = t, s = sxsas, state = 9
Iteration 860: c = x, s = eatet, state = 9
Iteration 861: c = s, s = tsttt, state = 9
Iteration 862: c = ], s = srxtr, state = 9
Iteration 863: c = a, s = xxrrr, state = 9
Iteration 864: c = }, s = aaaxt, state = 9
Iteration 865: c = {, s = axtsa, state = 9
Iteration 866: c =  , s = rstst, state = 9
Iteration 867: c = x, s = esset, state = 9
Iteration 868: c = (, s = exexs, state = 9
Iteration 869: c = t, s = aseaa, state = 9
Iteration 870: c = r, s = steas, state = 9
Iteration 871: c = }, s = errxs, state = 9
Iteration 872: c = a, s = sxtrs, state = 9
Iteration 873: c = {, s = raxra, state = 9
Iteration 874: c = t, s = stxrx, state = 9
Iteration 875: c = a, s = tseee, state = 9
Iteration 876: c = [, s = xeart, state = 9
Iteration 877: c = r, s = ersxx, state = 9
Iteration 878: c = t, s = rraea, state = 9
Iteration 879: c = a, s = terss, state = 9
Iteration 880: c = [, s = tresa, state = 9
Iteration 881: c =  , s = txass, state = 9
Iteration 882: c =  , s = easax, state = 9
Iteration 883: c = {, s = rerrr, state = 9
Iteration 884: c =  , s = ssert, state = 9
Iteration 885: c = a, s = raere, state = 9
Iteration 886: c = ], s = xsrtt, state = 9
Iteration 887: c = a, s = tarxt, state = 9
Iteration 888: c =  , s = axssr, state = 9
Iteration 889: c =  , s = sttet, state = 9
Iteration 890: c =  , s = seaae, state = 9
Iteration 891: c = {, s = ssaar, state = 9
Iteration 892: c = {, s = xtrst, state = 9
Iteration 893: c = ), s = stttx, state = 9
Iteration 894: c = e, s = ereax, state = 9
Iteration 895: c = (, s = ttatr, state = 9
Iteration 896: c = ), s = sarra, state = 9
Iteration 897: c = a, s = esser, state = 9
Iteration 898: c = ), s = xtrre, state = 9
Iteration 899: c = {, s = aratr, state = 9
Iteration 900: c = x, s = aestr, state = 9
Iteration 901: c = ], s = reeta, state = 9
Iteration 902: c = e, s = arexr, state = 9
Iteration 903: c = ), s = srexr, state = 9
Iteration 904: c = {, s = stsat, state = 9
Iteration 905: c = ], s = stxrx, state = 9
Iteration 906: c =  , s = srrse, state = 9
Iteration 907: c = (, s = saxxr, state = 9
Iteration 908: c = ), s = xrxxe, state = 9
Iteration 909: c = {, s = sxere, state = 9
Iteration 910: c = a, s = tttxs, state = 9
Iteration 911: c = t, s = rtaas, state = 9
Iteration 912: c = ], s = xxret, state = 9
Iteration 913: c = e, s = araaa, state = 9
Iteration 914: c = x, s = ettra, state = 9
Iteration 915: c = {, s = rraxt, state = 9
Iteration 916: c = [, s = xestr, state = 9
Iteration 917: c = {, s = xtxes, state = 9
Iteration 918: c = r, s = axeas, state = 9
Iteration 919: c =  , s = tstre, state = 9
Iteration 920: c = e, s = ratxx, state = 9
Iteration 921: c = [, s = aaaae, state = 9
Iteration 922: c = e, s = ttssa, state = 9
Iteration 923: c = {, s = asrsa, state = 9
Iteration 924: c = {, s = xrxsa, state = 9
Iteration 925: c = [, s = aaeta, state = 9
Iteration 926: c = e, s = trrtr, state = 9
Iteration 927: c = x, s = aaaee, state = 9
Iteration 928: c = x, s = eaate, state = 9
Iteration 929: c = (, s = steer, state = 9
Iteration 930: c = {, s = xxxte, state = 9
Iteration 931: c = e, s = asett, state = 9
Iteration 932: c = a, s = raeex, state = 9
Iteration 933: c = ], s = xraxx, state = 9
Iteration 934: c = r, s = sxsxa, state = 9
Iteration 935: c = a, s = erxst, state = 9
Iteration 936: c = x, s = xsets, state = 9
Iteration 937: c = a, s = eaaea, state = 9
Iteration 938: c = x, s = xeste, state = 9
Iteration 939: c = [, s = xsrea, state = 9
Iteration 940: c = r, s = esxsx, state = 9
Iteration 941: c = a, s = etaer, state = 9
Iteration 942: c = }, s = txxsa, state = 9
Iteration 943: c = {, s = atrrx, state = 9
Iteration 944: c = ), s = ttatx, state = 9
Iteration 945: c = a, s = rtxtr, state = 9
Iteration 946: c = ], s = xrxxa, state = 9
Iteration 947: c = {, s = eeass, state = 9
Iteration 948: c = r, s = arxex, state = 9
Iteration 949: c = s, s = rtxsx, state = 9
Iteration 950: c = e, s = atsxr, state = 9
Iteration 951: c = a, s = xasrt, state = 9
Iteration 952: c = {, s = seera, state = 9
Iteration 953: c = (, s = exarr, state = 9
Iteration 954: c = e, s = tseae, state = 9
Iteration 955: c = (, s = trsaa, state = 9
Iteration 956: c = {, s = artxr, state = 9
Iteration 957: c = [, s = xxsax, state = 9
Iteration 958: c = t, s = txxxt, state = 9
Iteration 959: c = {, s = rttex, state = 9
Iteration 960: c = x, s = tstta, state = 9
Iteration 961: c = s, s = sxtea, state = 9
Iteration 962: c = e, s = ssxrr, state = 9
Iteration 963: c = [, s = esess, state = 9
Iteration 964: c = e, s = eaars, state = 9
Iteration 965: c = ), s = xsexr, state = 9
Iteration 966: c = }, s = axass, state = 9
Iteration 967: c = s, s = srerx, state = 9
Iteration 968: c = (, s = aeras, state = 9
Iteration 969: c = {, s = astrr, state = 9
Iteration 970: c = }, s = erara, state = 9
Iteration 971: c = [, s = xrtes, state = 9
Iteration 972: c =  , s = atrrr, state = 9
Iteration 973: c = {, s = eaxtr, state = 9
Iteration 974: c = s, s = esstr, state = 9
Iteration 975: c = ], s = arsxa, state = 9
Iteration 976: c = [, s = txeaa, state = 9
Iteration 977: c = {, s = extat, state = 9
Iteration 978: c = r, s = erxae, state = 9
Iteration 979: c = }, s = trrsa, state = 9
Iteration 980: c = ), s = tasas, state = 9
Iteration 981: c = e, s = stsee, state = 9
Iteration 982: c = ), s = eeeee, state = 9
Iteration 983: c = r, s = ttrst, state = 9
Iteration 984: c = (, s = reass, state = 9
Iteration 985: c = [, s = xexrx, state = 9
Iteration 986: c = }, s = ttraa, state = 9
Iteration 987: c = e, s = sarrs, state = 9
Iteration 988: c = ], s = rrrte, state = 9
Iteration 989: c = s, s = sxrrt, state = 9
Iteration 990: c = ), s = terxe, state = 9
Iteration 991: c = t, s = trrat, state = 9
Iteration 992: c = {, s = ssaea, state = 9
Iteration 993: c = ), s = axsee, state = 9
Iteration 994: c = ), s = rtsxx, state = 9
Iteration 995: c = }, s = taxta, state = 9
Iteration 996: c =  , s = tetrx, state = 9
Iteration 997: c = [, s = teera, state = 9
Iteration 998: c = }, s = etaae, state = 9
Iteration 999: c =  , s = sesrr, state = 9
Iteration 1000: c = (, s = rxaxx, state = 9
Iteration 1001: c = ], s = axsxx, state = 9
Iteration 1002: c = }, s = esrxe, state = 9
Iteration 1003: c = (, s = trsrr, state = 9
Iteration 1004: c = (, s = axrat, state = 9
Iteration 1005: c = t, s = atsxa, state = 9
Iteration 1006: c = a, s = txext, state = 9
Iteration 1007: c =  , s = txasa, state = 9
Iteration 1008: c = ), s = atear, state = 9
Iteration 1009: c = }, s = teeaa, state = 9
Iteration 1010: c =  , s = tssst, state = 9
Iteration 1011: c = a, s = rtxsx, state = 9
Iteration 1012: c = a, s = tarer, state = 9
Iteration 1013: c = ), s = taasr, state = 9
Iteration 1014: c = t, s = sesst, state = 9
Iteration 1015: c = }, s = aaetx, state = 9
Iteration 1016: c = s, s = etsas, state = 9
Iteration 1017: c = {, s = tsrea, state = 9
Iteration 1018: c =  , s = stxse, state = 9
Iteration 1019: c = x, s = eesat, state = 9
Iteration 1020: c = r, s = raaea, state = 9
Iteration 1021: c = [, s = essrr, state = 9
Iteration 1022: c = x, s = rasea, state = 9
Iteration 1023: c = r, s = sseex, state = 9
Iteration 1024: c = ), s = rsxer, state = 9
Iteration 1025: c = {, s = reaxt, state = 9
Iteration 1026: c = ], s = trrrr, state = 9
Iteration 1027: c = t, s = arrae, state = 9
Iteration 1028: c = (, s = ertse, state = 9
Iteration 1029: c = [, s = aeeet, state = 9
Iteration 1030: c = x, s = rarxt, state = 9
Iteration 1031: c = }, s = tsete, state = 9
Iteration 1032: c = t, s = esxaa, state = 9
Iteration 1033: c = ), s = srere, state = 9
Iteration 1034: c =  , s = estsx, state = 9
Iteration 1035: c = {, s = trett, state = 9
Iteration 1036: c = e, s = extre, state = 9
Iteration 1037: c = ], s = txxtr, state = 9
Iteration 1038: c = s, s = sraxx, state = 9
Iteration 1039: c = t, s = trxtx, state = 9
Iteration 1040: c = x, s = rxsxt, state = 9
Iteration 1041: c = x, s = seres, state = 9
Iteration 1042: c = (, s = eaeer, state = 9
Iteration 1043: c = t, s = xesex, state = 9
Iteration 1044: c = e, s = rxxre, state = 9
Iteration 1045: c = e, s = rxxtt, state = 9
Iteration 1046: c = ), s = errte, state = 9
Iteration 1047: c = }, s = xeasa, state = 9
Iteration 1048: c = [, s = esaas, state = 9
